"Sample ID","Sample top depth (m)","Sample bottom depth (m)","Sample Top Date (BP 1950)","Sample Bottom Date (BP 1950)","Mid Depth Date","Cl (µEq/L)","NO3 (µEq/L)","SO4 (µEq/L)","Na (µEq/L)","Mg (µEq/L)","nssSO4 (µEq/L)"
846,159.35,159.4,177.701,177.805,177.753,7.522,0.18,0.745,5.07,0.954,0.303
847,159.4,159.45,177.805,177.909,177.857,1.694,0.476,0.8,1.266,0.319,0.69
848,159.45,159.5,177.909,178.008,177.959,3.388,0.37,1.598,2.825,0.58,1.352
851,159.5,159.54,178.008,178.061,178.035,1.372,0.457,0.825,1.102,0.222,0.729
852,159.54,159.58,178.061,178.114,178.088,5.391,0.172,0.971,4.903,0.758,0.544
853,159.58,159.63,178.114,178.18,178.147,2.486,0.253,0.591,2.116,0.487,0.406
854,159.63,159.68,178.18,178.246,178.213,3.571,0.259,0.554,2.781,0.525,0.312
855,159.68,159.73,178.246,178.312,178.279,5.563,0.199,0.531,3.645,2.045,0.214
857,159.78,159.83,178.378,178.444,178.411,13.889,0.202,1.262,11.86,3.064,0.228
858,159.83,159.88,178.444,178.51,178.477,1.114,0.178,0.503,0.967,0.177,0.419
859,159.88,159.93,178.51,178.576,178.543,6.226,0.186,0.817,5.466,0.982,0.341
860,159.93,159.98,178.576,178.642,178.609,5.68,0.155,0.95,5.032,0.947,0.512
861,159.98,160.03,178.642,178.708,178.675,2.21,0.178,0.43,1.777,0.386,0.276
862,160.03,160.08,178.708,178.774,178.741,2.454,0.114,0.405,2.261,0.358,0.208
863,160.08,160.13,178.774,178.84,178.807,2.097,0.164,0.416,1.738,0.323,0.265
864,160.13,160.18,178.84,178.906,178.873,1.94,0.246,0.662,1.522,0.253,0.53
865,160.18,160.23,178.906,178.972,178.939,0.886,0.105,0.381,0.705,0.125,0.32
866,160.23,160.28,178.972,179.041,179.007,1.246,0.448,0.595,0.953,0.272,0.512
867,160.28,160.33,179.041,179.111,179.076,6.023,0.733,1.508,4.927,0.729,1.079
868,160.33,160.38,179.111,179.181,179.146,2.244,0.595,0.904,1.632,0.275,0.762
869,160.38,160.43,179.181,179.251,179.216,6.646,0.175,0.693,6.42,0.826,0.134
870,160.43,160.48,179.251,179.321,179.286,9.807,0.182,0.708,9.12,1.491,-0.087
871,160.5,160.55,179.349,179.419,179.384,6.283,0.197,0.813,6.172,1.046,0.275
872,160.55,160.6,179.419,179.489,179.454,3.36,0.149,0.422,2.811,0.675,0.177
873,160.6,160.65,179.489,179.56,179.525,1.734,0.144,0.238,1.408,0.399,0.115
874,160.65,160.7,179.56,179.63,179.595,2.247,0.169,0.262,1.642,0.404,0.119
875,160.7,160.75,179.63,179.7,179.665,7.206,0.109,0.923,6.815,1.045,0.329
876,160.75,160.8,179.7,179.77,179.735,3.414,0.257,0.989,2.7,0.722,0.754
877,160.8,160.85,179.77,179.84,179.805,3.832,0.261,1.779,3.406,0.571,1.482
878,160.85,160.9,179.84,179.91,179.875,1.212,0.242,1.379,0.985,0.188,1.293
879,160.9,160.95,179.91,179.98,179.945,0.965,0.229,0.919,0.843,0.163,0.846
880,160.95,161,179.98,180.044,180.012,0.41,0.231,0.706,0.292,0.056,0.68
881,161,161.05,180.044,180.104,180.074,1.232,0.176,0.73,0.939,0.16,0.648
882,161.05,161.1,180.104,180.165,180.135,1.166,0.36,1.078,0.867,0.174,1.002
883,161.1,161.15,180.165,180.225,180.195,2.237,0.233,0.96,1.848,0.61,0.799
884,161.15,161.2,180.225,180.286,180.256,8.733,0.137,1.07,8.509,1.431,0.329
885,161.2,161.25,180.286,180.347,180.317,12.01,0.154,1.16,11.42,2.162,0.166
886,161.25,161.3,180.347,180.407,180.377,18.221,0.218,1.986,18.05,2.485,0.414
887,161.3,161.35,180.407,180.468,180.438,8.606,0.136,0.841,7.846,1.656,0.158
888,161.35,161.4,180.468,180.528,180.498,17.958,0.209,1.73,17.239,2.272,0.228
889,161.4,161.45,180.528,180.589,180.559,12.845,0.152,1.186,11.762,2.263,0.162
892,161.45,161.5,180.589,180.65,180.62,8.046,0.157,0.803,7.393,1.07,0.159
893,161.5,161.55,180.65,180.71,180.68,3.059,0.106,0.35,2.026,0.641,0.173
894,161.55,161.6,180.71,180.771,180.741,1.864,0.16,0.548,1.503,0.387,0.417
895,161.6,161.65,180.771,180.832,180.802,0.657,0.204,0.404,0.524,0.106,0.358
896,161.65,161.7,180.832,180.892,180.862,0.82,0.23,0.529,0.669,0.132,0.471
897,161.7,161.75,180.892,180.953,180.923,0.599,0.214,0.411,0.475,0.099,0.369
898,161.75,161.8,180.953,181.011,180.982,2.147,0.345,0.808,1.949,0.373,0.638
899,161.8,161.85,181.011,181.06,181.036,2.569,0.213,0.976,2.21,0.419,0.783
900,161.85,161.9,181.06,181.109,181.085,6.356,0.157,0.668,5.852,1.095,0.158
901,161.9,161.95,181.109,181.158,181.134,5.426,0.206,0.949,4.857,0.959,0.526
902,161.95,162,181.158,181.207,181.183,2.249,0.33,1.047,1.886,0.401,0.882
903,162,162.05,181.207,181.256,181.232,1.155,0.284,0.709,0.855,0.163,0.635
904,162.05,162.1,181.256,181.305,181.281,7.878,0.181,0.837,7.33,1.2,0.199
905,162.1,162.15,181.305,181.354,181.33,4.372,0.189,0.455,3.618,0.899,0.14
906,162.15,162.2,181.354,181.403,181.379,4.915,0.208,0.524,4.436,0.866,0.138
907,162.2,162.25,181.403,181.452,181.428,3.876,0.202,0.425,3.473,0.654,0.122
908,162.25,162.3,181.452,181.501,181.477,5.679,0.142,0.559,5,1.031,0.123
909,162.3,162.35,181.501,181.55,181.526,9.474,0.133,0.611,8.61,1.353,-0.139
911,162.41,162.46,181.609,181.658,181.634,2.602,0.141,0.56,2.21,0.527,0.367
910,162.46,162.51,181.658,181.707,181.683,4.087,0.118,0.326,3.363,0.826,0.033
912,162.51,162.56,181.707,181.756,181.732,2.622,0.105,0.565,2.35,0.463,0.36
913,162.56,162.61,181.756,181.805,181.781,2.132,0.157,0.621,1.86,0.444,0.459
914,162.61,162.66,181.805,181.854,181.83,2.358,0.095,0.336,2.077,0.383,0.155
915,162.66,162.71,181.854,181.903,181.879,2.398,0.099,0.465,2.023,0.401,0.289
916,162.71,162.76,181.903,181.952,181.928,1.545,0.218,0.493,1.29,0.249,0.381
917,162.76,162.81,181.952,182.001,181.977,4.877,0.23,0.953,4.126,0.651,0.594
918,162.81,162.86,182.001,182.075,182.038,4.221,0.539,1.288,3.526,0.669,0.981
919,162.86,162.91,182.075,182.149,182.112,2.007,0.281,1.076,1.57,0.279,0.939
920,162.91,162.96,182.149,182.223,182.186,2.029,0.467,0.724,1.528,0.284,0.591
921,162.96,163.01,182.223,182.296,182.26,4.624,0.46,0.74,3.613,0.813,0.425
922,163.01,163.06,182.296,182.37,182.333,6.891,0.425,0.636,5.627,0.983,0.146
923,163.06,163.11,182.37,182.444,182.407,5.113,0.659,0.525,4.185,0.699,0.16
924,163.11,163.16,182.444,182.518,182.481,1.503,1.262,0.451,1.05,0.381,0.359
925,163.16,163.21,182.518,182.591,182.555,3.87,0.559,0.484,3.176,0.538,0.207
926,163.21,163.26,182.591,182.665,182.628,3.202,0.178,0.822,2.677,0.516,0.589
927,163.26,163.31,182.665,182.739,182.702,2.109,0.214,0.529,1.746,0.34,0.377
928,163.31,163.36,182.739,182.813,182.776,2.666,0.291,0.538,2.198,0.455,0.347
929,163.36,163.39,182.813,182.857,182.835,2.204,0.278,0.487,1.936,0.363,0.319
930,163.39,163.42,182.857,182.901,182.879,2.035,0.205,0.428,1.773,0.298,0.273
933,163.7,163.74,183.365,183.434,183.4,6.719,0.155,0.542,5.67,1.404,0.048
934,163.74,163.78,183.434,183.503,183.469,2.93,0.227,0.386,2.774,0.524,0.144
935,163.78,163.82,183.503,183.571,183.537,6.113,0.219,1.155,5.223,1.188,0.7
936,163.82,163.87,183.571,183.657,183.614,13.778,0.185,1.718,12.869,2.012,0.597
937,163.87,163.92,183.657,183.743,183.7,5.252,0.249,0.94,3.845,1.16,0.605
938,163.92,163.97,183.743,183.828,183.786,4.023,0.322,0.778,3.49,0.586,0.474
939,163.97,164.02,183.828,183.914,183.871,1.363,0.475,0.74,1.039,0.204,0.649
940,164.02,164.07,183.914,184,183.957,2.576,0.681,1.037,2.005,0.371,0.863
941,164.07,164.12,184,184.105,184.053,0.561,0.929,0.722,0.233,0.044,0.702
942,164.12,164.17,184.105,184.211,184.158,3.066,0.434,0.747,2.52,0.572,0.528
943,164.17,164.22,184.211,184.316,184.264,7.195,0.27,0.813,6.827,1.157,0.218
944,164.22,164.27,184.316,184.422,184.369,7.046,0.286,0.656,6.636,1.209,0.078
945,164.27,164.32,184.422,184.527,184.475,6.987,0.175,0.701,6.122,1.234,0.168
946,164.32,164.37,184.527,184.633,184.58,8.009,0.105,0.815,7.222,1.535,0.186
947,164.37,164.42,184.633,184.738,184.686,6.778,0.116,0.776,6.181,1.195,0.238
948,164.42,164.47,184.738,184.844,184.791,2.64,0.246,0.806,2.339,0.598,0.602
949,164.47,164.52,184.844,184.949,184.897,0.853,0.561,0.655,0.626,0.118,0.6
950,164.52,164.57,184.949,185.038,184.994,0.774,0.695,0.643,0.527,0.098,0.597
951,164.57,164.62,185.038,185.112,185.075,0.986,0.375,0.666,0.785,0.153,0.597
952,164.62,164.67,185.112,185.186,185.149,2.289,0.23,0.543,2.056,0.435,0.364
953,164.67,164.72,185.186,185.26,185.223,5.419,0.297,0.848,5.004,0.888,0.412
954,164.72,164.77,185.26,185.334,185.297,6.992,0.262,0.86,6.016,1.393,0.336
955,164.77,164.82,185.334,185.408,185.371,20.128,0.372,2.263,18.665,2.851,0.638
956,164.82,164.87,185.408,185.482,185.445,8.773,0.246,1.126,7.107,2.065,0.507
957,164.87,164.92,185.482,185.555,185.519,5.09,0.3,0.598,4.457,0.955,0.209
958,164.92,164.97,185.555,185.629,185.592,3.856,0.264,0.432,3.404,0.721,0.135
959,164.97,165.02,185.629,185.703,185.666,4.862,0.183,0.467,4.447,0.846,0.08
960,165.02,165.07,185.703,185.777,185.74,4.799,0.185,0.701,4.335,0.846,0.324
961,165.07,165.12,185.777,185.851,185.814,5.942,0.14,0.864,5.556,0.917,0.38
962,165.12,165.17,185.851,185.925,185.888,1.187,0.694,0.957,0.679,0.297,0.898
963,165.17,165.22,185.925,185.999,185.962,0.387,0.626,0.94,0.218,0.042,0.921
964,165.22,165.27,185.999,186.081,186.04,0.935,0.565,0.911,0.547,0.099,0.864
965,165.27,165.32,186.081,186.163,186.122,1.386,0.635,0.949,0.966,0.179,0.865
966,165.32,165.37,186.163,186.245,186.204,1.703,0.517,0.923,1.369,0.357,0.804
969,165.4,165.45,186.294,186.377,186.336,8.569,0.263,1.056,7.393,1.468,0.412
970,165.45,165.5,186.377,186.459,186.418,6.25,0.342,0.619,5.219,1.078,0.164
971,165.5,165.55,186.459,186.541,186.5,4.557,0.339,0.593,3.621,0.814,0.278
972,165.55,165.6,186.541,186.623,186.582,3.236,0.271,0.701,2.734,0.614,0.463
973,165.6,165.65,186.623,186.706,186.665,1.133,0.163,0.463,0.889,0.187,0.385
974,165.65,165.7,186.706,186.788,186.747,1.472,0.239,0.552,1.271,0.251,0.442
975,165.7,165.75,186.788,186.87,186.829,1.431,0.307,0.898,1.193,0.242,0.794
976,165.75,165.79,186.87,186.936,186.903,0.614,0.168,0.401,0.475,0.097,0.359
977,165.79,165.83,186.936,187.002,186.969,1.983,0.274,0.891,1.63,0.329,0.749
978,165.83,165.88,187.002,187.1,187.051,0.814,0.464,0.953,0.513,0.096,0.909
979,165.88,165.93,187.1,187.199,187.15,1.704,0.781,1.242,1.293,0.249,1.129
980,165.93,165.98,187.199,187.297,187.248,3.489,0.649,1.119,2.62,0.751,0.89
981,165.98,166.03,187.297,187.396,187.347,16.35,0.225,1.793,15.037,2.271,0.483
982,166.03,166.08,187.396,187.494,187.445,"NaN",0.286,"NaN","NaN",3.843,"NaN"
983,166.08,166.13,187.494,187.593,187.544,15.448,0.212,1.758,12.405,3.413,0.678
984,166.13,166.18,187.593,187.691,187.642,3.357,0.307,0.918,2.634,0.51,0.689
985,166.18,166.23,187.691,187.789,187.74,2.084,0.276,0.872,1.738,0.353,0.721
986,166.23,166.28,187.789,187.888,187.839,1.948,0.311,0.894,1.579,0.319,0.757
987,166.28,166.33,187.888,187.986,187.937,0.628,0.241,0.882,0.49,0.095,0.839
988,166.33,166.38,187.986,188.064,188.025,1.425,0.464,0.94,1.134,0.197,0.841
989,166.4,166.45,188.094,188.169,188.132,4.535,0.628,1.509,3.242,0.604,1.227
990,166.45,166.5,188.169,188.244,188.207,3.318,0.453,0.731,2.65,0.523,0.5
991,166.5,166.55,188.244,188.318,188.281,6.225,0.206,0.768,5.039,0.931,0.329
992,166.55,166.6,188.318,188.393,188.356,8.737,0.26,0.899,7.664,1.368,0.231
993,166.6,166.65,188.393,188.468,188.431,3.234,0.382,0.414,2.319,0.584,0.212
994,166.65,166.7,188.468,188.543,188.506,2.452,0.465,0.422,1.829,0.411,0.263
995,166.7,166.75,188.543,188.617,188.58,8.15,0.326,0.58,6.768,1.275,-0.01
996,166.75,166.8,188.617,188.692,188.655,5.251,0.312,0.496,3.79,1.171,0.166
997,166.8,166.85,188.692,188.767,188.73,5.199,0.259,0.557,4.001,0.963,0.208
998,166.85,166.9,188.767,188.842,188.805,6.329,0.229,0.845,5.236,0.969,0.389
999,166.9,166.95,188.842,188.916,188.879,1.166,0.407,0.913,0.951,0.184,0.83
1000,166.95,167,188.916,188.991,188.954,0.612,0.489,1.002,0.439,0.087,0.964
1001,167,167.05,188.991,189.091,189.041,1.027,0.532,0.797,0.652,0.129,0.74
1002,167.05,167.1,189.091,189.194,189.143,1.361,0.352,0.887,1.103,0.227,0.791
1003,167.1,167.15,189.194,189.298,189.246,3.605,0.241,0.85,2.852,0.795,0.602
1004,167.15,167.2,189.298,189.401,189.35,8.389,0.147,0.825,6.917,1.361,0.222
1005,167.2,167.25,189.401,189.504,189.453,11.102,0.155,1.234,11.594,2.268,0.224
1006,167.25,167.3,189.504,189.607,189.556,10.939,0.182,1.213,10.342,2.017,0.312
1007,167.3,167.35,189.607,189.711,189.659,6.16,0.187,0.569,5.142,1.104,0.121
1008,167.35,167.4,189.711,189.814,189.763,4.839,0.202,0.547,4.144,0.963,0.186
1011,167.38,167.43,189.773,189.876,189.825,6.827,0.183,1.026,6.478,1.099,0.462
1012,167.43,167.48,189.876,189.979,189.928,2.872,0.594,1.323,2.378,0.675,1.116
1013,167.48,167.53,189.979,190.081,190.03,4.904,0.262,0.559,4.339,0.645,0.181
1014,167.53,167.58,190.081,190.183,190.132,5.057,0.209,0.593,4.547,0.805,0.197
1015,167.58,167.63,190.183,190.285,190.234,5.998,0.204,0.672,5.436,1.125,0.198
1016,167.63,167.68,190.285,190.386,190.336,5.923,0.104,0.672,7.871,1.66,-0.013
1017,167.68,167.73,190.386,190.488,190.437,10.302,0.181,0.99,9.747,1.787,0.141
1018,167.73,167.77,190.488,190.569,190.529,5.045,0.144,0.506,3.884,1.353,0.168
1019,167.77,167.81,190.569,190.65,190.61,5.62,0.181,0.744,4.601,1.09,0.343
1020,167.81,167.86,190.65,190.752,190.701,8.793,0.108,1.266,8.391,1.346,0.535
1021,167.86,167.91,190.752,190.854,190.803,2.26,0.177,0.595,1.873,0.527,0.432
1022,167.91,167.96,190.854,190.955,190.905,0.902,0.334,0.653,0.693,0.129,0.592
1023,167.96,168.01,190.955,191.043,190.999,0.613,0.426,0.586,0.396,0.074,0.552
1024,168.01,168.06,191.043,191.12,191.082,3.01,0.417,0.927,2.26,0.522,0.73
1025,168.06,168.11,191.12,191.196,191.158,4.8,0.274,0.63,3.597,0.979,0.317
1026,168.11,168.16,191.196,191.273,191.235,11.198,0.24,0.672,9.654,1.728,-0.169
1027,168.16,168.21,191.273,191.35,191.312,7.571,0.305,0.717,6.755,1.222,0.128
1028,168.21,168.26,191.35,191.426,191.388,3.448,0.378,0.358,2.872,0.626,0.108
1029,168.26,168.31,191.426,191.503,191.465,0.471,0.39,0.379,0.199,0.038,0.362
1030,168.31,168.36,191.503,191.58,191.542,0.205,0.32,0.704,0.098,0.024,0.695
1033,168.48,168.53,191.764,191.84,191.802,3.494,0.247,1.081,3.274,0.681,0.796
1034,168.53,168.58,191.84,191.917,191.879,7.43,0.22,0.96,6.77,1.23,0.371
1035,168.58,168.63,191.917,191.994,191.956,4.043,0.281,0.625,3.38,0.876,0.331
1036,168.63,168.68,191.994,192.062,192.028,3.776,0.284,1.477,3.349,0.676,1.185
1037,168.68,168.73,192.062,192.13,192.096,6.276,0.385,1.077,5.278,0.913,0.617
1038,168.73,168.78,192.13,192.197,192.164,6.677,0.319,1.05,5.767,1.228,0.548
1039,168.78,168.83,192.197,192.265,192.231,8.345,0.317,1.189,7.837,1.396,0.506
1040,168.83,168.88,192.265,192.332,192.299,2.37,0.3,0.342,2.023,0.419,0.166
1041,168.88,168.93,192.332,192.4,192.366,2.49,0.198,0.28,1.974,0.495,0.108
1042,168.93,168.98,192.4,192.468,192.434,6.016,0.218,0.661,5.529,1,0.179
1043,168.98,169.03,192.468,192.535,192.502,4.23,0.23,0.5,3.708,0.734,0.177
1044,169.03,169.08,192.535,192.603,192.569,4.605,0.197,0.501,3.942,0.892,0.158
1045,169.08,169.13,192.603,192.67,192.637,6.152,0.172,0.606,5.31,1.109,0.144
1048,169.35,169.4,192.968,193.047,193.008,2.323,0.213,0.953,2.05,0.384,0.774
1049,169.4,169.45,193.047,193.137,193.092,1.407,0.524,1.012,0.988,0.182,0.926
1050,169.45,169.5,193.137,193.227,193.182,1.946,0.466,0.889,1.541,0.295,0.755
1051,169.5,169.55,193.227,193.317,193.272,4.462,0.285,0.83,3.791,0.53,0.5
1052,169.55,169.6,193.317,193.406,193.362,2.847,0.307,0.439,2.273,0.943,0.241
1053,169.6,169.65,193.406,193.496,193.451,5.257,0.261,0.746,4.668,0.337,0.339
1054,169.65,169.7,193.496,193.586,193.541,1.595,0.371,0.303,1.193,"NaN",0.2
1055,169.7,169.75,193.586,193.676,193.631,3.799,0.317,0.463,2.975,1.251,0.203
1056,169.75,169.8,193.676,193.766,193.721,8.253,0.302,0.605,7.103,0.409,-0.014
1057,169.8,169.84,193.766,193.838,193.802,1.818,0.295,0.489,1.487,0.263,0.359
1058,169.84,169.88,193.838,193.91,193.874,0.422,0.198,0.531,0.37,0.07,0.498
1059,169.88,169.92,193.91,193.982,193.946,0.534,0.286,0.551,0.429,0.084,0.514
1060,169.92,169.97,193.982,194.077,194.03,1.51,0.94,1.112,0.934,0.216,1.03
1061,169.97,170.02,194.077,194.174,194.126,2.116,0.724,1.156,1.537,0.289,1.022
1062,170.02,170.07,194.174,194.27,194.222,6.633,0.193,1.058,5.695,1.256,0.562
1063,170.07,170.12,194.27,194.367,194.319,10.618,0.17,0.838,8.99,1.877,0.055
1064,170.12,170.17,194.367,194.463,194.415,6.805,0.188,0.765,6.004,1.228,0.242
1065,170.17,170.22,194.463,194.56,194.512,1.751,0.369,0.551,1.508,0.372,0.42
1066,170.22,170.27,194.56,194.656,194.608,1.528,0.382,0.488,1.361,0.279,0.369
1067,170.27,170.32,194.656,194.753,194.705,1.672,0.258,0.446,1.521,0.316,0.313
1068,170.35,170.4,194.811,194.907,194.859,1.679,0.495,0.597,1.825,0.33,0.438
1069,170.4,170.45,194.907,195.004,194.956,1.408,0.429,0.768,1.478,0.242,0.64
1070,170.45,170.5,195.004,195.109,195.057,1.352,0.673,0.979,1.51,0.243,0.848
1071,170.5,170.55,195.109,195.215,195.162,2.927,0.513,0.757,2.595,0.802,0.531
1072,170.55,170.6,195.215,195.32,195.268,3.376,0.25,0.603,2.713,"NaN",0.366
1073,170.6,170.65,195.32,195.425,195.373,11.539,0.201,1.258,10.848,1.748,0.313
1074,170.65,170.7,195.425,195.531,195.478,8.559,0.197,0.671,7.41,0.793,0.026
1075,170.7,170.75,195.531,195.636,195.584,4.495,0.124,0.597,4.089,0.462,0.241
1076,170.75,170.8,195.636,195.741,195.689,2.047,0.192,0.482,1.606,0.176,0.343
1077,170.8,170.85,195.741,195.846,195.794,1.012,0.288,0.5,0.831,0.335,0.427
1078,170.85,170.9,195.846,195.952,195.899,2.321,0.419,1.112,1.662,"NaN",0.968
1079,170.9,170.95,195.952,196.046,195.999,1.793,0.644,1.107,1.057,0.204,1.015
1080,170.95,171,196.046,196.131,196.089,1.497,0.43,0.642,1.264,0.25,0.532
1081,171,171.05,196.131,196.216,196.174,2.45,0.428,0.662,2.095,0.472,0.479
1082,171.05,171.1,196.216,196.302,196.259,4.919,0.243,0.735,4.271,0.777,0.363
1083,171.1,171.15,196.302,196.387,196.345,5.849,0.185,0.651,4.678,1.277,0.243
1084,171.15,171.2,196.387,196.472,196.43,7.318,0.22,0.763,6.484,1.197,0.199
1085,171.2,171.25,196.472,196.557,196.515,5.09,0.192,0.584,4.733,0.857,0.171
1086,171.25,171.3,196.557,196.642,196.6,5.864,0.118,0.711,4.699,1.408,0.302
1087,171.3,171.34,196.642,196.71,196.676,12.029,0.149,1.461,11.117,1.8,0.493
1090,171.34,171.39,196.71,196.796,196.753,1.636,0.111,0.519,1.575,0.364,0.381
1091,171.39,171.44,196.796,196.881,196.839,1.068,0.143,0.521,1.101,0.22,0.425
1092,171.44,171.49,196.881,196.966,196.924,1.161,0.382,0.802,1.007,0.203,0.715
1093,171.49,171.54,196.966,197.067,197.017,1.33,0.667,0.848,1.138,0.216,0.749
1094,171.54,171.59,197.067,197.178,197.123,1.623,0.673,1.385,1.361,0.294,1.267
1095,171.59,171.64,197.178,197.289,197.234,3.991,0.983,1.014,3.324,0.829,0.724
1096,171.64,171.69,197.289,197.4,197.345,2.566,0.444,0.349,2.33,0.423,0.146
1097,171.69,171.74,197.4,197.511,197.456,2.481,0.233,0.369,2.486,0.473,0.152
1098,171.74,171.79,197.511,197.622,197.567,5.494,0.15,0.643,5.115,1.077,0.197
1099,171.79,171.84,197.622,197.733,197.678,8.902,0.189,1.444,8.704,1.539,0.686
1100,171.84,171.89,197.733,197.844,197.789,3.8,0.141,1.084,3.897,0.825,0.744
1101,172.34,172.38,198.702,198.776,198.739,1.223,0.242,0.683,1.166,0.369,0.582
1102,172.38,172.43,198.776,198.869,198.823,0.573,0.15,0.524,0.547,0.121,0.476
1103,172.43,172.48,198.869,198.961,198.915,0.634,0.431,1.275,0.502,0.092,1.231
1104,172.48,172.53,198.961,199.063,199.012,0.438,0.389,0.662,0.327,0.07,0.633
1105,172.53,172.58,199.063,199.171,199.117,1.739,0.416,0.761,1.375,0.245,0.641
1106,172.58,172.63,199.171,199.279,199.225,2.627,0.256,0.532,2.114,0.621,0.348
1107,172.63,172.68,199.279,199.387,199.333,10.497,0.161,1.03,10.607,1.578,0.106
1108,172.68,172.73,199.387,199.495,199.441,7.016,0.112,0.816,7.071,1.294,0.2
1109,172.73,172.78,199.495,199.603,199.549,4.601,0.125,0.609,4.446,0.917,0.222
1110,172.78,172.83,199.603,199.711,199.657,4.09,0.112,0.705,4.108,0.732,0.347
1111,172.83,172.88,199.711,199.819,199.765,0.949,0.277,0.83,0.833,0.178,0.757
1112,172.88,172.93,199.819,199.927,199.873,0.629,0.138,0.437,0.575,0.141,0.386
1113,172.93,172.98,199.927,200.026,199.977,0.577,0.394,0.738,0.492,0.097,0.695
1114,172.98,173.03,200.026,200.106,200.066,0.976,0.253,0.887,0.848,0.155,0.813
1115,173.03,173.08,200.106,200.187,200.147,2.245,0.286,0.974,1.856,0.384,0.812
1116,173.08,173.13,200.187,200.267,200.227,5.206,0.177,0.933,4.72,0.777,0.521
1117,173.13,173.18,200.267,200.348,200.308,5.067,0.208,0.624,4.637,0.732,0.22
1118,173.18,173.23,200.348,200.428,200.388,7.041,0.155,0.728,6.863,1.089,0.13
1119,173.23,173.28,200.428,200.509,200.469,4.677,0.148,0.496,4.318,0.808,0.12
1120,173.28,173.34,200.509,200.605,200.557,8.064,0.132,0.964,7.494,1.441,0.311
1123,173.34,173.39,200.605,200.686,200.646,6.17,0.107,0.706,5.464,1.057,0.23
1124,173.39,173.44,200.686,200.767,200.727,1.358,0.246,0.499,1.218,0.301,0.392
1125,173.44,173.49,200.767,200.847,200.807,1.914,0.213,0.793,1.743,0.327,0.642
1126,173.49,173.54,200.847,200.928,200.888,0.528,0.185,0.557,0.484,0.099,0.515
1127,173.54,173.59,200.928,201.009,200.969,0.692,0.18,0.68,0.616,0.136,0.626
1128,173.59,173.64,201.009,201.102,201.056,1.301,0.289,0.995,1.092,0.219,0.9
1129,173.64,173.69,201.102,201.194,201.148,1.806,0.584,0.786,1.044,0.183,0.695
1130,173.69,173.74,201.194,201.287,201.241,1.149,0.262,0.951,1.024,0.209,0.862
1131,173.74,173.79,201.287,201.38,201.334,5.163,0.17,0.951,4.257,0.83,0.58
1132,173.79,173.84,201.38,201.472,201.426,7.991,0.162,1.061,6.896,1.409,0.461
1133,173.84,173.89,201.472,201.565,201.519,6.692,0.161,0.585,5.182,1.347,0.134
1134,173.89,173.94,201.565,201.657,201.611,4.65,0.204,0.895,4.022,0.868,0.544
1135,173.94,173.99,201.657,201.75,201.704,1.864,0.175,0.742,1.662,0.307,0.597
1136,173.99,174.04,201.75,201.843,201.797,3.975,0.107,0.895,3.504,0.557,0.59
1137,174.04,174.09,201.843,201.935,201.889,0.844,0.236,0.811,0.657,0.144,0.754
1138,174.09,174.14,201.935,202.021,201.978,0.741,0.259,1.131,0.464,0.083,1.091
1139,174.14,174.19,202.021,202.091,202.056,0.84,0.414,1.5,0.558,0.094,1.452
1140,174.19,174.24,202.091,202.161,202.126,0.914,0.249,0.551,0.699,0.103,0.49
1141,174.24,174.29,202.161,202.23,202.196,3.772,0.227,0.833,3.345,0.614,0.541
1142,174.29,174.33,202.23,202.286,202.258,6.015,0.23,0.833,5.289,0.877,0.372
1143,174.33,174.38,202.286,202.356,202.321,7.247,0.313,0.987,6.829,1.357,0.392
1144,174.38,174.43,202.356,202.426,202.391,7.69,0.379,0.885,7.156,1.383,0.262
1145,174.43,174.48,202.426,202.496,202.461,7.275,0.375,0.637,6.351,1.289,0.084
1146,174.48,174.53,202.496,202.566,202.531,8.176,0.345,1.109,7.463,1.42,0.459
1147,174.53,174.58,202.566,202.635,202.601,5.404,0.194,0.657,4.931,0.816,0.228
1148,174.58,174.63,202.635,202.705,202.67,2.734,0.185,0.676,2.475,0.56,0.46
